Source_ID,Source_Name,Source_Type,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
gs_947,Holiday Stationstores,Gas station,270530260134.0,53.0,-93.5157968218,44.8914919663,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_948,Wally's Valley View Svc Sta,Gas station,270530238013.0,53.0,-93.3391,44.8916,27053,HENNEPIN,Edina,Metro (7 County)
gs_949,Schmeling Oil Co,Gas station,270859504005.0,85.0,-94.3648,44.8918836735,27085,MCLEOD,Hutchinson,Central
gs_950,Shady Oak BP,Gas station,270530261043.0,53.0,-93.4254640925,44.8924,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_951,Station Solutions LLC,Gas station,271630710141.0,163.0,-92.9469,44.8937795918,27163,WASHINGTON,Woodbury,Metro (7 County)
gs_952,Crosstown BP,Gas station,270530120015.0,53.0,-93.3089,44.8942306122,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_953,SUPERAMERICA,Gas station,270530120032.0,53.0,-93.2678,44.8943,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_954,Penn Mobil,Gas station,270530120016.0,53.0,-93.3087,44.8945,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_955,Freedom Valu Ctr,Gas station,270859504005.0,85.0,-94.369065957,44.896335334,27085,MCLEOD,Hutchinson,Central
gs_956,Bp,Gas station,270859504001.0,85.0,-94.3721178571,44.8970059524,27085,MCLEOD,Hutchinson,Central
gs_957,Bobby & Steve's Autoworld,Gas station,270531115002.0,53.0,-93.2781,44.8981,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_958,ICO,Gas station,270370601043.0,37.0,-93.0951714286,44.8981,27037,DAKOTA,West St. Paul,Metro (7 County)
gs_959,BP,Gas station,270370606042.0,37.0,-93.1371840662,44.8998843601,27037,DAKOTA,Mendota Heights,Metro (7 County)
gs_960,Holiday Stationstores,Gas station,270370606041.0,37.0,-93.1371997061,44.9003237538,27037,DAKOTA,Mendota Heights,Metro (7 County)
gs_961,Metro Petro,Gas station,270530275031.0,53.0,-93.5877654348,44.9006457645,27053,HENNEPIN,Shorewood,Metro (7 County)
gs_962,Kevin Kee's Auto Svc,Gas station,270530235022.0,53.0,-93.376824968,44.9006792371,27053,HENNEPIN,Edina,Metro (7 County)
gs_963,BP,Gas station,271230376023.0,123.0,-93.1718904229,44.9008770967,27123,RAMSEY,St. Paul,Metro (7 County)
gs_964,Oles Texaco Collectibles,Gas station,271230425032.0,123.0,-93.0003,44.9009571429,27123,RAMSEY,Maplewood,Metro (7 County)
gs_965,Total Petroleum Inc,Gas station,271230376023.0,123.0,-93.1719345771,44.9012979033,27123,RAMSEY,St. Paul,Metro (7 County)
gs_966,KWIK Trip,Gas station,270530277003.0,53.0,-93.7473,44.902,27053,HENNEPIN,St. Bonifacius,Metro (7 County)
gs_967,Pump,Gas station,270530275013.0,53.0,-93.5675414214,44.9023414214,27053,HENNEPIN,Excelsior,Metro (7 County)
gs_968,Lakeshore Market,Gas station,270530275011.0,53.0,-93.5499638455,44.9025,27053,HENNEPIN,Greenwood,Metro (7 County)
gs_969,Koehnen's BP,Gas station,270530275013.0,53.0,-93.5645105573,44.9029288854,27053,HENNEPIN,Excelsior,Metro (7 County)
gs_970,Kaz's,Gas station,270859501003.0,85.0,-94.198865625,44.9031,27085,MCLEOD,Hale,Central
gs_971,Holiday Stationstores,Gas station,270531115005.0,53.0,-93.2783,44.9041,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_972,Glen Lake BP Svc Ctr,Gas station,270530262062.0,53.0,-93.4655904303,44.9045783916,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_973,Service Station,Gas station,270530121024.0,53.0,-93.2227,44.90477,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_974,Kenzoil Station,Gas station,270190902001.0,19.0,-93.9695,44.9048,27019,CARVER,Hollywood,Metro (7 County)
gs_975,Kenzoil Station,Gas station,270190902001.0,19.0,-93.9695,44.9048,27019,CARVER,Hollywood,Metro (7 County)
gs_976,Glen Lake Mobil,Gas station,270530262081.0,53.0,-93.4642600882,44.9049529045,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_977,Jensens Car Care,Gas station,270531113006.0,53.0,-93.3086,44.9051,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_978,Lyndale BP,Gas station,270531114003.0,53.0,-93.2883,44.9051,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_979,Jim's Chicago Svc,Gas station,270530117033.0,53.0,-93.2626,44.9052,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_980,Holiday Stationstores,Gas station,270859504003.0,85.0,-94.3685656687,44.905587102,27085,MCLEOD,Hutchinson,Central
gs_981,Capitol City Station,Gas station,271230376022.0,123.0,-93.1543957143,44.9055942857,27123,RAMSEY,St. Paul,Metro (7 County)
gs_982,Bp,Gas station,270530275013.0,53.0,-93.5680142857,44.905814285700004,27053,HENNEPIN,Excelsior,Metro (7 County)
gs_983,Steve's Tire & Auto,Gas station,270530119983.0,53.0,-93.2227,44.9059823529,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_984,Freedom Valu Ctr,Gas station,270859504004.0,85.0,-94.3683,44.9061,27085,MCLEOD,Hutchinson,Central
gs_985,Edina Tire & Auto,Gas station,270530236001.0,53.0,-93.3292,44.9061234043,27053,HENNEPIN,Edina,Metro (7 County)
gs_986,Marathon SL Express Inc,Gas station,270859501002.0,85.0,-94.115,44.9066,27085,MCLEOD,Winsted,Central
gs_987,Outpost Inc,Gas station,270859502001.0,85.0,-94.3682,44.9069,27085,MCLEOD,Hassan Valley,Central
